268	\\-004	28	fast	90.0	idle	0.0	0.0	24.0		normal	94	2	139	2025-03-15 21:24:00
269	\\-005	28	fast	120.0	reserved	0.0	0.0	24.0		normal	90	1	63	2025-03-03 21:24:00
270	\\-006	28	fast	90.0	idle	0.0	0.0	26.0		normal	92	2	150	2025-07-31 21:24:00
271	\\-007	28	slow	7.0	charging	0.0	0.0	22.2		normal	92	1	130	2026-01-07 21:24:00
272	\\-008	28	slow	7.0	idle	0.0	0.0	23.5		normal	93	4	824	2025-12-24 21:24:00
273	\\-009	28	slow	7.0	idle	0.0	0.0	24.4		normal	100	2	408	2025-06-03 21:24:00
274	\\-010	28	slow	7.0	idle	0.0	0.0	25.9		normal	88	3	708	2025-05-20 21:24:00
275	]-001	29	fast	90.0	idle	0.0	0.0	22.3		normal	94	1	58	2025-06-01 21:24:00
276	]-002	29	fast	90.0	idle	0.0	0.0	26.5		normal	97	2	157	2025-04-07 21:24:00
277	]-003	29	fast	90.0	idle	0.0	0.0	22.3		normal	100	1	56	2025-10-08 21:24:00
278	]-004	29	fast	60.0	reserved	0.0	0.0	27.6		normal	90	2	101	2025-07-12 21:24:00
279	]-005	29	slow	7.0	idle	0.0	0.0	24.9		normal	99	2	473	2026-02-07 21:24:00
280	]-006	29	slow	7.0	charging	0.0	0.0	26.8		normal	94	2	348	2025-02-23 21:24:00
281	^-001	30	fast	120.0	idle	0.0	0.0	25.3		normal	92	3	231	2025-05-15 21:24:00
282	^-002	30	fast	90.0	idle	0.0	0.0	23.3		normal	89	3	206	2025-12-25 21:24:00
283	^-003	30	fast	90.0	reserved	0.0	0.0	25.9		normal	89	1	86	2025-12-05 21:24:00
284	^-004	30	fast	90.0	idle	0.0	0.0	23.8		normal	99	3	148	2025-02-25 21:24:00
285	^-005	30	fast	90.0	charging	0.0	0.0	27.9		normal	90	2	121	2025-10-20 21:24:00
286	^-006	30	slow	7.0	idle	0.0	0.0	25.3		normal	95	1	268	2025-08-09 21:24:00
287	^-007	30	slow	7.0	idle	0.0	0.0	27.5		normal	91	1	175	2025-06-06 21:24:00
288	^-008	30	slow	7.0	idle	0.0	0.0	27.3		normal	99	2	444	2026-01-17 21:24:00
